date,unidad
2022-04-03,51
2022-04-04,343
2022-04-05,304
2022-04-06,449
2022-04-07,176
2022-04-08,326
2022-04-09,27
2022-04-10,72
2022-04-11,377
2022-04-12,509
2022-04-13,439
2022-04-14,135
2022-04-15,158
2022-04-16,14
2022-04-17,19
2022-04-18,361
2022-04-19,445
2022-04-20,547
2022-04-21,576
2022-04-22,809
2022-04-23,34
2022-04-24,57
2022-04-25,285
2022-04-26,877
2022-04-27,267
2022-04-28,785
2022-04-29,624
2022-04-30,35
2022-05-01,40
2022-05-02,292
2022-05-03,617
2022-05-04,626
2022-05-05,511
2022-05-06,169
2022-05-07,33
2022-05-08,109
2022-05-09,574
2022-05-10,664
2022-05-11,587
2022-05-12,666
2022-05-13,294
2022-05-14,26
2022-05-15,65
2022-05-16,313
2022-05-17,558
2022-05-18,260
2022-05-19,194
2022-05-20,474
2022-05-21,37
2022-05-22,85
2022-05-23,221
2022-05-24,220
2022-05-25,332
2022-05-26,365
2022-05-27,338
2022-05-28,36
2022-05-29,46
2022-05-30,301
2022-05-31,622
2022-06-01,1151
2022-06-02,278
2022-06-03,86
2022-06-04,60
2022-06-05,27
2022-06-06,1531
2022-06-07,1873
2022-06-08,249
2022-06-09,234
2022-06-10,168
2022-06-11,21
2022-06-12,40
2022-06-13,245
2022-06-14,822
2022-06-15,214
2022-06-16,160
2022-06-17,234
2022-06-18,33
2022-06-19,42
2022-06-20,320
2022-06-21,279
2022-06-22,269
2022-06-23,331
2022-06-24,200
2022-06-25,23
2022-06-26,43
2022-06-27,349
2022-06-28,256
2022-06-29,300
2022-06-30,335
2022-07-01,272
2022-07-02,23
2022-07-03,65
2022-07-04,375
2022-07-05,336
2022-07-06,209
2022-07-07,298
2022-07-08,145
2022-07-09,37
2022-07-10,51
2022-07-11,610
2022-07-12,566
2022-07-13,375
2022-07-14,365
2022-07-15,307
2022-07-16,21
2022-07-17,42
2022-07-18,367
2022-07-19,222
2022-07-20,287
2022-07-21,274
2022-07-22,189
2022-07-23,25
2022-07-24,20
2022-07-25,172
2022-07-26,345
2022-07-27,218
2022-07-28,164
2022-07-29,207
2022-07-30,30
2022-07-31,23
2022-08-01,157
2022-08-02,329
2022-08-03,217
2022-08-04,231
2022-08-05,173
2022-08-06,10
2022-08-07,26
2022-08-08,283
2022-08-09,412
2022-08-10,207
2022-08-11,145
2022-08-12,307
2022-08-13,17
2022-08-14,16
2022-08-15,24
2022-08-16,250
2022-08-17,552
2022-08-18,517
2022-08-19,211
2022-08-20,26
2022-08-21,68
2022-08-22,316
2022-08-23,322
2022-08-24,486
2022-08-25,446
2022-08-26,136
2022-08-27,22
2022-08-28,17
2022-08-29,397
2022-08-30,213
2022-08-31,424
2022-09-01,348
2022-09-02,155
2022-09-03,64
2022-09-04,26
2022-09-05,422
2022-09-06,320
2022-09-07,296
2022-09-08,460
2022-09-09,351
2022-09-10,30
2022-09-11,24
2022-09-12,460
2022-09-13,319
2022-09-14,486
2022-09-15,295
2022-09-16,410
2022-09-17,23
2022-09-18,18
2022-09-19,309
2022-09-20,199
2022-09-21,437
2022-09-22,283
2022-09-23,140
2022-09-24,13
2022-09-25,23
2022-09-26,289
2022-09-27,517
2022-09-28,335
2022-09-29,308
2022-09-30,158
2022-10-01,20
2022-10-02,30
2022-10-03,322
2022-10-04,228
2022-10-05,483
2022-10-06,631
2022-10-07,110
2022-10-08,18
2022-10-09,26
2022-10-10,386
2022-10-11,294
2022-10-12,374
2022-10-13,174
2022-10-14,336
2022-10-15,18
2022-10-16,21
2022-10-17,277
2022-10-18,338
2022-10-19,376
2022-10-20,298
2022-10-21,274
2022-10-22,16
2022-10-23,32
2022-10-24,276
2022-10-25,270
2022-10-26,414
2022-10-27,211
2022-10-28,263
2022-10-29,28
2022-10-30,18
2022-10-31,36
